agencycode,agencyname,bureaucode,bureauname,accountcode,accountname,treasurycode,subfunctioncode,subfunctiontitle,beacat,onoffbudget,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,2023y,y2024,y2025
5,Department of Agriculture,0,Department of Agriculture,268030,"Rural Microenterprise Investment, Downward Reestimate of Subsidy",12,452,Area and regional development,M,On-budget,-1000,0,-1000,0,-3000,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,270110,"Agriculture Credit Insurance, Negative Subsidies",12,351,Farm income stabilization,D,On-budget,-13000,-28000,-20000,-41000,-27000,-27000,-27000,-27000,-27000,-27000,-27000
5,Department of Agriculture,0,Department of Agriculture,270110,"Agriculture Credit Insurance, Negative Subsidies",12,351,Farm income stabilization,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,270130,"Agriculture Credit Insurance, Downward Reestimates of Subsidies",12,351,Farm income stabilization,M,On-budget,-395000,-165000,-298000,-137000,0,-203000,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,270210,"Rural Electrification and Telephone Loans, Negative Subsidies",12,271,Energy supply,D,On-budget,-199000,-158000,-150000,-165000,-185000,-185000,-185000,-185000,-185000,-185000,-185000
5,Department of Agriculture,0,Department of Agriculture,270210,"Rural Electrification and Telephone Loans, Negative Subsidies",12,271,Energy supply,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,270230,"Rural Electrification and Telephone Loans, Downward Reestimates of Subsidies",12,271,Energy supply,M,On-budget,-449000,-650000,-723000,-282000,-701000,-1091000,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,270310,"Rural Water and Waste Disposal, Negative Subsidies",12,452,Area and regional development,D,On-budget,-1000,-2000,-3000,-2000,-2000,-2000,-2000,-2000,-2000,-2000,-2000
5,Department of Agriculture,0,Department of Agriculture,270310,"Rural Water and Waste Disposal, Negative Subsidies",12,452,Area and regional development,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,270330,"Rural Water and Waste Disposal, Downward Reestimates of Subsidies",12,452,Area and regional development,M,On-budget,-43000,-175000,-104000,-32000,-11000,-106000,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,270410,"Rural development insurance, negatives subsidies",12,452,Area and regional development,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,270430,"Rural development insurance, Downward reestimates of subsidies",12,452,Area and regional development,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,270510,"Rural Community Facility, Negative Subsidies",12,452,Area and regional development,D,On-budget,-39000,-92000,-118000,-107000,-88000,-88000,-88000,-88000,-88000,-88000,-88000
5,Department of Agriculture,0,Department of Agriculture,270510,"Rural Community Facility, Negative Subsidies",12,452,Area and regional development,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,270530,"Rural Community Facility, Downward Reestimates of Subsidies",12,452,Area and regional development,M,On-budget,-38000,-13000,-57000,-225000,-43000,-13000,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,270610,"Rural Housing Insurance, Negative Subsidies",12,371,Mortgage credit,D,On-budget,-105000,-34000,-138000,-131000,-110000,-110000,-110000,-110000,-110000,-110000,-110000
5,Department of Agriculture,0,Department of Agriculture,270630,"Rural Housing Insurance, Downward Reestimates of Subsidies",12,371,Mortgage credit,M,On-budget,-268000,-117000,-7064000,-491000,-472000,-112000,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,270710,"Rural Business and Industry, Negative Subsidies",12,452,Area and regional development,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,270710,"Rural Business and Industry, Negative Subsidies",12,452,Area and regional development,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,270730,"Rural Business and Industry, Downward Reestimates of Subsidies",12,452,Area and regional development,M,On-budget,-177000,-121000,-57000,-160000,-84000,-50000,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,270830,"P.L. 480 Loan Program, Downward Reestimates of Subsidies",12,351,Farm income stabilization,M,On-budget,-12000,-13000,-14000,-16000,-22000,-2000,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,271030,"Rural Development Loans, Downward Reestimates of Subsidies",12,452,Area and regional development,M,On-budget,-1000,-2000,-10000,-2000,-5000,-3000,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,271130,"Rural Telephone Bank Loans, Downward Reestimates of Subsidies",12,452,Area and regional development,M,On-budget,-2000,-1000,-2000,0,-1000,-2000,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,271330,"Economic Development Loans, Downward Reestimates of Subsidies",12,452,Area and regional development,M,On-budget,-1000,-4000,-1000,-2000,-2000,-1000,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,271430,"Agricultural Resource Conservation, Downward Reestimates of Subsidies",12,302,Conservation and land management,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,271530,"Self-help housing land development, Downward reestimates of subsidies",12,452,Area and regional development,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,271630,"P.L. 480 Loan Program, Food for Progress Credits, Downward Reestimates of Subsidies",12,351,Farm income stabilization,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,274630,"Downward Reestimates, Distance Learning, Telemedicine, and Broadband Program",12,452,Area and regional development,M,On-budget,0,-129000,-47000,-56000,-13000,-45000,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,275430,"Apple Loan Program, Downward Reestimates of Subsidies",12,351,Farm income stabilization,M,On-budget,-4000,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,275610,"Negative Subsidies, Farm Storage Facility Loans",12,351,Farm income stabilization,M,On-budget,-5000,-4000,-3000,-3000,-3000,-4000,-4000,-4000,-4000,-4000,-4000
5,Department of Agriculture,0,Department of Agriculture,275630,"Farm Storage Facility Loans, Downward Reestimate of Subsidies",12,351,Farm income stabilization,M,On-budget,-13000,-5000,-9000,-3000,-1000,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,275730,"Commodity Credit Corporation Export Guarantee Financing, Downward Reestimate of Subsidies",12,351,Farm income stabilization,M,On-budget,-84000,-25000,-16000,-3000,-16000,-12000,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,277930,"Multifamily Housing Revitalization Fund, Downward Reestimates of Subsidies",12,604,Housing assistance,M,On-budget,-3000,-5000,-6000,-21000,-9000,-12000,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,278630,"Rural Energy for America Program, Downward Reestimates of Subsidies",12,451,Community development,M,On-budget,-16000,-5000,-26000,-8000,-11000,-22000,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,279310,"Commodity Credit Corporation Export Guarantee Financing, Negative Subsidies",12,351,Farm income stabilization,M,On-budget,-17000,-11000,-7000,-5000,-6000,-6000,-6000,-6000,-6000,-6000,-6000
5,Department of Agriculture,0,Department of Agriculture,322000,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,12,809,Deductions for offsetting receipts,M,On-budget,-21000,-13000,-26000,17000,-4000,-5000,-5000,-5000,-5000,-5000,-5000
5,Department of Agriculture,0,Department of Agriculture,388500,Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts,12,809,Deductions for offsetting receipts,M,On-budget,6000,-27000,26000,-15000,-155000,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,500800,National forests fund,12,302,Conservation and land management,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,500810,National Forests Fund,12,302,Conservation and land management,M,On-budget,-70000,51000,-9000,-67000,28000,-9000,-9000,-9000,-9000,-9000,-9000
5,Department of Agriculture,0,Department of Agriculture,500900,"Recreation use fees, Forest Service",12,303,Recreational resources,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,500910,"Recreation use fees, Forest Service",12,303,Recreational resources,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,501010,Forest service recreation fees,12,302,Conservation and land management,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,507200,"Fees, Operation and Maintenance of Recreation Facilities, Forest Service",12,303,Recreational resources,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,520100,"National forests fund, payments to states",12,302,Conservation and land management,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,520110,"National Forests Fund, Payments to States",12,302,Conservation and land management,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,520110,"National Forests Fund, Payments to States",12,302,Conservation and land management,M,On-budget,-83000,-189000,-58000,-88000,-156000,-150000,-150000,-61000,-61000,-61000,-61000
5,Department of Agriculture,0,Department of Agriculture,520140,Timber Purchaser Road Construction Credits,12,302,Conservation and land management,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,520210,"Timber Roads, Purchaser Elections",12,302,Conservation and land management,M,On-budget,-2000,0,-2000,-2000,-2000,-2000,-2000,-2000,-2000,-2000,-2000
5,Department of Agriculture,0,Department of Agriculture,520300,"National forests fund, Roads and trails for States",12,302,Conservation and land management,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,520310,"National Forests Fund, Roads and Trails for States",12,302,Conservation and land management,M,On-budget,35000,0,0,0,0,-20000,-20000,-20000,-21000,-21000,-21000
5,Department of Agriculture,0,Department of Agriculture,520410,Timber Salvage Sales,12,302,Conservation and land management,M,On-budget,-38000,-36000,-39000,-42000,-46000,-47000,-47000,-48000,-49000,-50000,-51000
5,Department of Agriculture,0,Department of Agriculture,520510,"Federal Payment, Native American Institutions Endowment Fund",12,352,Agricultural research and services,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,520520,"Earnings on Investments, Native American Institutions Endowment Fund",12,908,Other interest,N,On-budget,-5000,-5000,-5000,-5000,-5000,-5000,-6000,-6000,-6000,-6000,-7000
5,Department of Agriculture,0,Department of Agriculture,520610,"Deposits, Brush Disposal",12,302,Conservation and land management,M,On-budget,-10000,-8000,-8000,-8000,-9000,-10000,-10000,-10000,-10000,-10000,-10000
5,Department of Agriculture,0,Department of Agriculture,520700,"Receipts, Cooperative Range Improvements",12,302,Conservation and land management,M,On-budget,0,-3000,-4000,-4000,-3000,-3000,-3000,-3000,-3000,-3000,-3000
5,Department of Agriculture,0,Department of Agriculture,520810,"Deposits, Acquisitions of Lands for National Forests, Special Acts",12,302,Conservation and land management,M,On-budget,-2000,0,1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000
5,Department of Agriculture,0,Department of Agriculture,520930,"General Fund Payment, Funds for Strengthening Markets, Income, and Supply (section 32)",12,605,Food and nutrition assistance,M,On-budget,0,0,0,0,0,-1000,-1000,-1000,-1000,-1000,-1000
5,Department of Agriculture,0,Department of Agriculture,521110,"Deposits for Payments to School Funds, Arizona and New Mexico",12,302,Conservation and land management,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,521200,"Receipts for Construction of Facilities or Land Acquisition, Forest Service",12,302,Conservation and land management,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,521210,Receipts for Construction of Administrative Improvements - Arizona Land Conveyances,12,302,Conservation and land management,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,521230,"Receipts for Construction of Administrative Improvements-Taos NM, Land Conveyances",12,302,Conservation and land management,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,521310,"National forests fund, payments to Minnesota (Cook, Lake, and St. Louis Counties)",12,302,Conservation and land management,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,521410,Royalties from character merchandising,12,302,Conservation and land management,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,521510,"Forfeitures and recoveries, Forest Service lands",12,302,Conservation and land management,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,521600,"Deposits, Acquisition of lands to complete land exchanges",12,302,Conservation and land management,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,521610,"Land Acquisition Proceeds for Exchanges, Acquisition of Lands to Complete Land Exchanges",12,302,Conservation and land management,M,On-budget,-5000,-17000,-3000,-5000,-3000,-4000,-3000,-3000,-3000,-3000,-3000
5,Department of Agriculture,0,Department of Agriculture,521640,"Facility Realignment and Enhancement Receipts, Acquisition of Lands to Complete Land Exchanges",12,302,Conservation and land management,M,On-budget,0,0,0,0,0,-1000,-1000,-1000,-1000,-1000,-1000
5,Department of Agriculture,0,Department of Agriculture,521710,Tongass Timber Supply Fund,12,302,Conservation and land management,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,521910,"Rents and Charges for Quarters, Forest Service",12,302,Conservation and land management,M,On-budget,-9000,-9000,-9000,-10000,-10000,-10000,-10000,-11000,-11000,-11000,-11000
5,Department of Agriculture,0,Department of Agriculture,522000,Transfer of certain National Forest fund receipts,12,302,Conservation and land management,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,522100,"Proceeds of Land Sales, ARS",12,352,Agricultural research and services,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,522400,Strawberry Valley land transfer,12,302,Conservation and land management,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,522510,"Pacific Yew sales, Forest Service",12,302,Conservation and land management,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,526410,Timber Sales Pipeline Restoration Fund,12,302,Conservation and land management,M,On-budget,-8000,-7000,-7000,-6000,-5000,-5000,-5000,-5000,-5000,-5000,-5000
5,Department of Agriculture,0,Department of Agriculture,526810,"Recreational Fee Demonstration Program, Forest Service",12,303,Recreational resources,M,On-budget,-79000,-86000,-100000,-101000,-97000,-99000,-100000,-102000,-104000,-106000,-107000
5,Department of Agriculture,0,Department of Agriculture,527710,Midewin National Tallgrass Prairie Rental Fees,12,302,Conservation and land management,M,On-budget,0,-1000,0,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000
5,Department of Agriculture,0,Department of Agriculture,536010,"Charges, User Fees, and Natural Resource Utilization, Land between the Lakes, Forest Service",12,302,Conservation and land management,M,On-budget,-4000,-5000,-5000,-5000,-5000,-5000,-5000,-5000,-6000,-6000,-6000
5,Department of Agriculture,0,Department of Agriculture,536110,Administration of Rights-of-way and Other Land Uses,12,302,Conservation and land management,M,On-budget,-2000,-2000,-2000,-2000,-2000,-2000,-62000,-62000,-62000,-62000,-62000
5,Department of Agriculture,0,Department of Agriculture,536310,"Miscellaneous Collections, Valles Caldera Fund",12,302,Conservation and land management,M,On-budget,-1000,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,553120,"Earnings on Investments, Agricultural Disaster Relief Fund",12,908,Other interest,N,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,554010,"Funds Retained, Stewardship Contracting Product Sales",12,302,Conservation and land management,M,On-budget,-14000,-16000,-15000,-24000,-26000,-26000,-27000,-28000,-28000,-29000,-29000
5,Department of Agriculture,0,Department of Agriculture,563410,"Communications Site Administration, Fees",12,302,Conservation and land management,D,On-budget,0,0,0,0,0,-6000,-14000,-16000,-16000,-16000,-16000
5,Department of Agriculture,0,Department of Agriculture,587010,"Fees, Minerals Cost Recovery",12,302,Conservation and land management,M,On-budget,0,0,0,0,0,0,-60000,-60000,-60000,-60000,-60000
5,Department of Agriculture,0,Department of Agriculture,589600,National grasslands,12,302,Conservation and land management,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,589610,National Grasslands,12,302,Conservation and land management,M,On-budget,-39000,27000,-33000,-60000,-52000,-37000,-37000,-37000,-37000,-37000,-37000
5,Department of Agriculture,0,Department of Agriculture,599900,"User Fee Plug, Interior",12,302,Conservation and land management,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,801510,"Deposits of Fees, Inspection and Grading of Farm Products, AMS",12,352,Agricultural research and services,M,On-budget,-153000,-162000,-158000,-166000,-178000,-166000,-166000,-155000,-155000,-155000,-155000
5,Department of Agriculture,0,Department of Agriculture,802810,Forest Service Cooperative Fund,12,302,Conservation and land management,M,On-budget,-78000,-274000,-85000,-224000,-323000,-113000,-115000,-117000,-119000,-121000,-123000
5,Department of Agriculture,0,Department of Agriculture,802830,"General Fund Payment from Wildland Fire Management, Forest Service Cooperative Fund",12,302,Conservation and land management,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,803410,"Gifts, Donations, and Bequests for Forest and Rangeland Research, Forest Service",12,302,Conservation and land management,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,803910,Transfer from TVA for Land between the Lakes Trust Fund,12,302,Conservation and land management,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,804410,"Deposits of Fees, Inspection and Grading of Farm Products, Animal and Plant Health Inspection Service",12,352,Agricultural research and services,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,810010,"Payments from General Fund, Wool Research, Development, and Promotion Trust Fund",12,352,Agricultural research and services,M,On-budget,-2000,-2000,-2000,-2000,-2000,-2000,-2000,-2000,-2000,0,0
5,Department of Agriculture,0,Department of Agriculture,810110,"Deposits, Feed and Attendants for Animals in Quarantine, APHIS",12,352,Agricultural research and services,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,813710,"Deposits of Fees, Inspection and Grading of Farm Products, Food Safety and Quality Service",12,352,Agricultural research and services,M,On-budget,-14000,-13000,-14000,-14000,-15000,-15000,-16000,-16000,-16000,-16000,-16000
5,Department of Agriculture,0,Department of Agriculture,813910,Rural telephone bank trust fund,12,452,Area and regional development,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,816130,"Payment from the Commodity Credit Corporation Fund, Tobacco Trust Fund",12,351,Farm income stabilization,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,820310,"Gifts and Bequests, Departmental Administration",12,352,Agricultural research and services,M,On-budget,0,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000
5,Department of Agriculture,0,Department of Agriculture,820610,"Deposits of miscellaneous contributed funds, Economic Statistics, and Cooperative Service",12,352,Agricultural research and services,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,821010,"Deposits of miscellaneous contributed funds, Soil Conservation Service",12,352,Agricultural research and services,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,821410,"Deposits of Miscellaneous Contributed Funds, Science and Education Administration",12,352,Agricultural research and services,M,On-budget,-30000,-24000,-28000,-22000,-18000,-22000,-22000,-22000,-22000,-22000,-22000
5,Department of Agriculture,0,Department of Agriculture,821810,"Deposits of miscellaneous contributed funds, National Agricultural Statistics Service",12,352,Agricultural research and services,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,822610,"Deposits of Miscellaneous Contributed Funds, APHIS",12,352,Agricultural research and services,M,On-budget,-8000,-7000,-10000,-10000,-8000,-9000,-9000,-9000,-9000,-9000,-9000
5,Department of Agriculture,0,Department of Agriculture,822710,"Deposits of miscellaneous contributed funds, Economic Research Service",12,352,Agricultural research and services,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,822900,"Deposits of miscellaneous contributed funds, Ag. Cooperative Svc",12,352,Agricultural research and services,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,823210,"Deposits of Miscellaneous Contributed Funds, Foreign Agricultural Service.",12,352,Agricultural research and services,M,On-budget,0,0,0,0,0,-1000,-1000,-1000,-1000,-1000,-1000
5,Department of Agriculture,0,Department of Agriculture,850510,Foreign Service National Separation Liability Trust Fund,12,602,Federal employee retirement and disability,M,On-budget,0,-4000,-3000,0,-5000,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,855810,"Foreign Service National Separation Liability Trust Fund, APHIS",12,602,Federal employee retirement and disability,M,On-budget,-1000,-1000,0,0,-3000,0,0,0,0,0,0
5,Department of Agriculture,0,Department of Agriculture,855910,"Payment from Commodity Credit Corporation Fund, Emergency Citrus Disease Research and Development Trust Fund",12,352,Agricultural research and services,M,On-budget,0,0,0,0,-25000,-25000,-25000,-25000,-25000,0,0
5,Department of Agriculture,0,Department of Agriculture,972210,"Miscellaneous Special Funds, Forest Service",12,302,Conservation and land management,M,On-budget,-192000,-11000,-38000,-2000,-7000,-11000,-11000,-11000,-11000,-11000,-11000
5,Department of Agriculture,0,Department of Agriculture,977210,Miscellaneous Contributed Funds,12,352,Agricultural research and services,M,On-budget,0,0,0,0,0,-1000,-1000,-1000,-1000,-1000,-1000
5,Department of Agriculture,3,Office of the Secretary,12,Fund for Rural America,12,352,Agricultural research and services,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,3,Office of the Secretary,12,Fund for Rural America,12,371,Mortgage credit,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,3,Office of the Secretary,12,Fund for Rural America,12,452,Area and regional development,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,3,Office of the Secretary,8203,Gifts and Bequests,12,352,Agricultural research and services,M,On-budget,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
5,Department of Agriculture,3,Office of the Secretary,9913,Office of the Secretary,12,352,Agricultural research and services,D,On-budget,53000,53000,51000,2416000,3060000,65000,68000,68000,68000,68000,68000
5,Department of Agriculture,3,Office of the Secretary,9913,Office of the Secretary,12,352,Agricultural research and services,M,On-budget,12000,12000,12000,12000,14000,15000,15000,15000,15000,15000,15000
5,Department of Agriculture,4,Executive Operations,113,Common Computing Environment,12,352,Agricultural research and services,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,4,Executive Operations,123,Office of the Chief Economist,12,352,Agricultural research and services,D,On-budget,17000,18000,19000,0,0,0,0,0,0,0,0
5,Department of Agriculture,4,Executive Operations,123,Office of the Chief Economist,12,352,Agricultural research and services,M,On-budget,1000,1000,1000,0,0,0,0,0,0,0,0
5,Department of Agriculture,4,Executive Operations,503,Office of Budget and Program Analysis,12,352,Agricultural research and services,D,On-budget,9000,9000,10000,0,0,0,0,0,0,0,0
5,Department of Agriculture,4,Executive Operations,705,Executive Operations,12,352,Agricultural research and services,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,4,Executive Operations,705,Executive Operations,12,352,Agricultural research and services,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,4,Executive Operations,706,Office of Hearings and Appeals,12,352,Agricultural research and services,D,On-budget,13000,13000,14000,0,0,0,0,0,0,0,0
5,Department of Agriculture,4,Executive Operations,4609,Working Capital Fund,12,352,Agricultural research and services,D,On-budget,0,0,18000,12000,11000,0,0,0,0,0,0
5,Department of Agriculture,4,Executive Operations,9914,Executive Operations,12,352,Agricultural research and services,D,On-budget,0,0,0,186000,184000,201000,313000,313000,313000,313000,313000
5,Department of Agriculture,4,Executive Operations,9914,Executive Operations,12,352,Agricultural research and services,M,On-budget,0,0,0,1000,0,1000,1000,1000,1000,1000,1000
5,Department of Agriculture,5,Departmental Management,9915,Departmental Administration,12,352,Agricultural research and services,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,5,Departmental Management,9915,Departmental Administration,12,352,Agricultural research and services,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,7,Office of Civil Rights,3800,Office of Civil Rights,12,352,Agricultural research and services,D,On-budget,24000,24000,24000,0,0,0,0,0,0,0,0
5,Department of Agriculture,8,Office of Inspector General,900,Office of Inspector General,12,352,Agricultural research and services,D,On-budget,95000,96000,98000,101000,98000,98000,100000,100000,100000,100000,100000
5,Department of Agriculture,10,Office of the General Counsel,2300,Office of the General Counsel,12,352,Agricultural research and services,D,On-budget,48000,48000,48000,0,0,0,0,0,0,0,0
5,Department of Agriculture,12,Office of Chief Information Officer,13,Office of the Chief Information Officer,12,352,Agricultural research and services,D,On-budget,45000,45000,49000,0,0,0,0,0,0,0,0
5,Department of Agriculture,13,Economic Research Service,1701,Economic Research Service,12,352,Agricultural research and services,D,On-budget,85000,85000,87000,87000,87000,85000,62000,62000,62000,62000,62000
5,Department of Agriculture,13,Economic Research Service,1701,Economic Research Service,12,352,Agricultural research and services,M,On-budget,0,0,0,0,1000,0,0,0,0,0,0
5,Department of Agriculture,13,Economic Research Service,8227,Miscellaneous contributed funds,12,352,Agricultural research and services,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,14,Office of Chief Financial Officer,14,Office of the Chief Financial Officer,12,352,Agricultural research and services,D,On-budget,6000,6000,8000,0,0,0,0,0,0,0,0
5,Department of Agriculture,15,National Agricultural Statistics Service,1801,National Agricultural Statistics Service,12,352,Agricultural research and services,D,On-budget,172000,168000,171000,192000,176000,180000,177000,175000,175000,175000,175000
5,Department of Agriculture,15,National Agricultural Statistics Service,1801,National Agricultural Statistics Service,12,352,Agricultural research and services,M,On-budget,0,0,0,0,1000,0,0,0,0,0,0
5,Department of Agriculture,15,National Agricultural Statistics Service,8218,Miscellaneous contributed funds,12,352,Agricultural research and services,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,16,Hazardous Materials Management,500,Hazardous Materials Management,12,304,Pollution control and abatement,D,On-budget,4000,4000,4000,0,0,0,0,0,0,0,0
5,Department of Agriculture,18,Agricultural Research Service,1400,Salaries and Expenses,12,352,Agricultural research and services,D,On-budget,1133000,1144000,1170000,1203000,1303000,1414000,1368000,1368000,1368000,1368000,1368000
5,Department of Agriculture,18,Agricultural Research Service,1400,Salaries and Expenses,12,352,Agricultural research and services,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
5,Department of Agriculture,18,Agricultural Research Service,1401,Buildings and Facilities,12,352,Agricultural research and services,D,On-budget,43000,212000,100000,163000,381000,193000,50000,50000,50000,50000,50000
5,Department of Agriculture,18,Agricultural Research Service,8214,Miscellaneous Contributed Funds,12,352,Agricultural research and services,M,On-budget,30000,24000,28000,22000,18000,18000,18000,18000,18000,18000,18000
5,Department of Agriculture,19,Buildings and Facilities,117,Agriculture Buildings and Facilities and Rental Payments,12,352,Agricultural research and services,D,On-budget,56000,64000,84000,64000,60000,128000,153000,153000,153000,153000,153000
